searched_key_word,brand,title,find_dim,find_dim_from_content,guess_dimensions,guess_dim_from_comment,image_path
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2024907/2042853/843475227/94039563-1721923741530.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2024907/2042853/843475227/94039563-1721923740590.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2024907/2042853/843475227/94039563-1721923741051.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2024907/2044847/843475227/13308031-1722073260404.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2027898/2030889/843475227/114447250-1728795142066.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2024907/2044847/843475227/13308031-1722073259956.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2019922/2033880/843475227/73824148-1736931008945.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2026901/2046841/843475227/22869144-1727558688867.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2027898/2024907/843475227/10807689-1728301299486.jpeg
Dikiş makinesi,DEMPOWER,Mini Ev Tipi Dikiş Makinesi,[],"[""- Ürün boyutu;20x22 cm'dir. -Ürün içeriğinde; 1 adet dikiş makinesi, 1 adet pedal,1 adet güç adaptörü, 4 adet bobin,2 adet iğne yerleştirme aparatı, 1 adet iğne bulunmaktadır.""]",merhaba 22x20 cm'dir.,merhaba 22x20 cm'dir.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2020919/2035874/843475227/50588586-1739819718809.jpeg
