Id,product_name,width,height,image_path
5000,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2017928/2039862/37254929/14438741-1674486355735.jpeg
5001,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2024907/2043850/37254929/16002993-1664392166253.jpeg
5002,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2026901/2042853/37254929/33804670-1669569112134.jpeg
5003,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2020919/2024907/37254929/153521340-1738857856868.jpeg
5004,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2026901/2018925/37254929/80817643-1725205721073.jpeg
5005,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2019922/2048835/37254929/10918288-1738264484571.jpeg
5006,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2017928/2039862/37254929/14438741-1674486356409.jpeg
5007,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2019922/2048835/37254929/10918288-1738264484023.jpeg
5008,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2020919/2024907/37254929/153521340-1738857855885.jpeg
5009,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2020919/2024907/37254929/28162632-1738848242375.jpeg
5010,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2026901/2032883/37254929/32178786-1726393847496.jpeg
5011,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2020919/2024907/37254929/153521340-1738857856446.jpeg
5012,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2029892/2033880/37254929/44921745-1734303690863.jpeg
5013,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2019922/2048835/37254929/117721072-1738254000476.jpeg
5014,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2019922/2019922/37254929/12910639-1677845922265.jpeg
5015,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2026901/2032883/37254929/32178786-1726393846949.jpeg
5016,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2026901/2032883/37254929/32178786-1726393847979.jpeg
5017,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2019922/2030889/37254929/10600394-1736679662059.jpeg
5018,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2020919/2035874/37254929/13614577-1739797577747.jpeg
5019,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2020919/2035874/37254929/13614577-1739797577222.jpeg
5020,Genel_Markalar,14.0,13.0,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2018925/2020919/2031886/37254929/149909779-1739417194066.jpeg
